src_ip,dst_ip,src_port,dst_port,total_packets,total_bytes,mean_packet_length,std_packet_length,max_packet_length,min_packet_length,flow_duration,mean_inter_arrival_time,std_inter_arrival_time,label
::1,::1,8443,10991,2,372,186.0,64.0,250,122,0.0030210018157958984,0.0030210018157958984,0.0,0
::1,::1,10992,8443,4,1560,390.0,650.7265170561286,1517,1,2.008596181869507,0.669532060623169,0.4691728804883102,0
::1,::1,8443,10992,2,372,186.0,64.0,250,122,0.0030210018157958984,0.0030210018157958984,0.0,0
::1,::1,8142,8443,4,1560,390.0,650.7265170561286,1517,1,2.006744146347046,0.6689147154490153,0.46934472100570634,0
::1,::1,8443,8142,2,372,186.0,64.0,250,122,0.003237009048461914,0.003237009048461914,0.0,0
::1,::1,8143,8443,4,1560,390.0,650.7265170561286,1517,1,2.0091559886932373,0.6697186628977457,0.46868210644734676,0
::1,::1,8443,8143,2,372,186.0,64.0,250,122,0.0038139820098876953,0.0038139820098876953,0.0,0
::1,::1,8144,8443,4,1560,390.0,650.7265170561286,1517,1,2.0064709186553955,0.6688236395517985,0.4693280307699288,0
::1,::1,8443,8144,2,372,186.0,64.0,250,122,0.0027267932891845703,0.0027267932891845703,0.0,0
::1,::1,8145,8443,4,1560,390.0,650.7265170561286,1517,1,2.0066170692443848,0.6688723564147949,0.4691338991180054,0
::1,::1,8443,8145,2,372,186.0,64.0,250,122,0.00368499755859375,0.00368499755859375,0.0,0
::1,::1,2826,8443,4,1560,390.0,650.7265170561286,1517,1,2.0135700702667236,0.6711900234222412,0.4687110395235317,0
::1,::1,8443,2826,3,622,207.33333333333334,60.339778661252055,250,122,0.007401943206787109,0.0037009716033935547,0.003459930419921875,0
::1,::1,2827,8443,4,1560,390.0,650.7265170561286,1517,1,2.0103719234466553,0.6701239744822184,0.46863859038487593,0
::1,::1,8443,2827,2,372,186.0,64.0,250,122,0.003849029541015625,0.003849029541015625,0.0,0
::1,::1,2828,8443,4,1560,390.0,650.7265170561286,1517,1,2.008754014968872,0.6695846716562907,0.46960802974424154,0
::1,::1,8443,2828,2,372,186.0,64.0,250,122,0.003306150436401367,0.003306150436401367,0.0,0
::1,::1,3540,8443,4,1560,390.0,650.7265170561286,1517,1,2.0106170177459717,0.6702056725819906,0.46775614686219924,0
::1,::1,8443,3540,2,372,186.0,64.0,250,122,0.006567955017089844,0.006567955017089844,0.0,0
::1,::1,3541,8443,4,1560,390.0,650.7265170561286,1517,1,2.0081229209899902,0.6693743069966634,0.4698078219300597,0
::1,::1,8443,3541,2,372,186.0,64.0,250,122,0.0032460689544677734,0.0032460689544677734,0.0,0
::1,::1,3543,8443,4,1560,390.0,650.7265170561286,1517,1,2.0083839893341064,0.6694613297780355,0.4694753191763212,0
::1,::1,8443,3543,2,372,186.0,64.0,250,122,0.0034050941467285156,0.0034050941467285156,0.0,0
::1,::1,3544,8443,4,1560,390.0,650.7265170561286,1517,1,2.013730049133301,0.6712433497111002,0.46646978110586407,0
::1,::1,8443,3544,3,622,207.33333333333334,60.339778661252055,250,122,0.005461931228637695,0.0027309656143188477,0.0024498701095581055,0
::1,::1,3546,8443,4,1560,390.0,650.7265170561286,1517,1,2.0060338973999023,0.6686779657999674,0.46922910754164016,0
::1,::1,8443,3546,2,372,186.0,64.0,250,122,0.0029468536376953125,0.0029468536376953125,0.0,0
::1,::1,3547,8443,4,1560,390.0,650.7265170561286,1517,1,2.0103580951690674,0.6701193650563558,0.4686522619078502,0
::1,::1,8443,3547,3,622,207.33333333333334,60.339778661252055,250,122,0.004896879196166992,0.002448439598083496,0.0022395849227905273,0
::1,::1,3548,8443,4,1560,390.0,650.7265170561286,1517,1,2.0070579051971436,0.6690193017323812,0.4695807914747664,0
::1,::1,8443,3548,2,372,186.0,64.0,250,122,0.003041982650756836,0.003041982650756836,0.0,0
::1,::1,3549,8443,4,1560,390.0,650.7265170561286,1517,1,2.0148561000823975,0.6716187000274658,0.4668854890170462,0
::1,::1,8443,3549,2,372,186.0,64.0,250,122,0.008296012878417969,0.008296012878417969,0.0,0
::1,::1,3550,8443,4,1560,390.0,650.7265170561286,1517,1,2.00827693939209,0.6694256464640299,0.46988220686448573,0
::1,::1,8443,3550,2,372,186.0,64.0,250,122,0.002641916275024414,0.002641916275024414,0.0,0
::1,::1,3551,8443,4,1560,390.0,650.7265170561286,1517,1,2.0121259689331055,0.6707086563110352,0.4672679515803761,0
::1,::1,8443,3551,2,372,186.0,64.0,250,122,0.0045430660247802734,0.0045430660247802734,0.0,0
::1,::1,3552,8443,4,1560,390.0,650.7265170561286,1517,1,2.008267879486084,0.6694226264953613,0.46886061841572546,0
::1,::1,8443,3552,2,372,186.0,64.0,250,122,0.004291057586669922,0.004291057586669922,0.0,0
::1,::1,3553,8443,4,1560,390.0,650.7265170561286,1517,1,2.0113840103149414,0.6704613367716471,0.46925156234903637,0
::1,::1,8443,3553,3,622,207.33333333333334,60.339778661252055,250,122,0.006711006164550781,0.0033555030822753906,0.0030193328857421875,0
::1,::1,3555,8443,4,1560,390.0,650.7265170561286,1517,1,2.0072340965270996,0.6690780321756998,0.4697579861354834,0
::1,::1,8443,3555,2,372,186.0,64.0,250,122,0.002749919891357422,0.002749919891357422,0.0,0
::1,::1,3556,8443,4,1560,390.0,650.7265170561286,1517,1,2.0075199604034424,0.6691733201344808,0.4691773183007588,0
::1,::1,8443,3556,2,372,186.0,64.0,250,122,0.00321197509765625,0.00321197509765625,0.0,0
::1,::1,3557,8443,4,1560,390.0,650.7265170561286,1517,1,2.0082180500030518,0.669406016667684,0.4696321277748824,0
::1,::1,8443,3557,3,622,207.33333333333334,60.339778661252055,250,122,0.0036530494689941406,0.0018265247344970703,0.001741647720336914,0
::1,::1,3558,8443,4,1560,390.0,650.7265170561286,1517,1,2.00764799118042,0.66921599706014,0.46956916796657716,0
::1,::1,8443,3558,2,372,186.0,64.0,250,122,0.002892017364501953,0.002892017364501953,0.0,0
::1,::1,1441,8443,4,1560,390.0,650.7265170561286,1517,1,2.007755994796753,0.6692519982655843,0.46967356991543496,0
::1,::1,8443,1441,3,622,207.33333333333334,60.339778661252055,250,122,0.004148960113525391,0.0020744800567626953,0.0019865036010742188,0
::1,::1,1442,8443,4,1560,390.0,650.7265170561286,1517,1,2.006511926651001,0.668837308883667,0.46948640545085135,0
::1,::1,8443,1442,2,372,186.0,64.0,250,122,0.0028839111328125,0.0028839111328125,0.0,0
::1,::1,1443,8443,4,1560,390.0,650.7265170561286,1517,1,2.0082108974456787,0.6694036324818929,0.46851254379739726,0
::1,::1,8443,1443,2,372,186.0,64.0,250,122,0.0037491321563720703,0.0037491321563720703,0.0,0
::1,::1,8642,8443,4,1560,390.0,650.7265170561286,1517,1,2.007493019104004,0.6691643397013346,0.4695934581669976,0
::1,::1,8443,8642,3,622,207.33333333333334,60.339778661252055,250,122,0.00315093994140625,0.001575469970703125,0.0013914108276367188,0
::1,::1,1380,8443,4,1560,390.0,650.7265170561286,1517,1,2.0077579021453857,0.6692526340484619,0.4684989733436708,0
::1,::1,8443,1380,2,372,186.0,64.0,250,122,0.003506898880004883,0.003506898880004883,0.0,0
::1,::1,1381,8443,4,1560,390.0,650.7265170561286,1517,1,2.00813889503479,0.6693796316782633,0.47008163971204453,0
::1,::1,8443,1381,2,372,186.0,64.0,250,122,0.002959012985229492,0.002959012985229492,0.0,0
::1,::1,1382,8443,4,1560,390.0,650.7265170561286,1517,1,2.006371021270752,0.668790340423584,0.46946997735921986,0
::1,::1,8443,1382,2,372,186.0,64.0,250,122,0.0028460025787353516,0.0028460025787353516,0.0,0
::1,::1,1383,8443,4,1560,390.0,650.7265170561286,1517,1,2.010854959487915,0.6702849864959717,0.46782223473141266,0
::1,::1,8443,1383,2,372,186.0,64.0,250,122,0.005747795104980469,0.005747795104980469,0.0,0
::1,::1,1384,8443,4,1560,390.0,650.7265170561286,1517,1,2.0084309577941895,0.6694769859313965,0.46916729558579534,0
::1,::1,8443,1384,2,372,186.0,64.0,250,122,0.004191160202026367,0.004191160202026367,0.0,0
::1,::1,1385,8443,4,1560,390.0,650.7265170561286,1517,1,2.0083580017089844,0.6694526672363281,0.4697886906264917,0
::1,::1,8443,1385,2,372,186.0,64.0,250,122,0.0027730464935302734,0.0027730464935302734,0.0,0
::1,::1,3400,8443,4,1560,390.0,650.7265170561286,1517,1,2.0073351860046387,0.6691117286682129,0.46969618821668185,0
::1,::1,8443,3400,2,372,186.0,64.0,250,122,0.002850055694580078,0.002850055694580078,0.0,0
::1,::1,3401,8443,4,1560,390.0,650.7265170561286,1517,1,2.0091800689697266,0.6697266896565756,0.4690901280233482,0
::1,::1,8443,3401,3,622,207.33333333333334,60.339778661252055,250,122,0.0031690597534179688,0.0015845298767089844,0.0015265941619873047,0
::1,::1,3402,8443,4,1560,390.0,650.7265170561286,1517,1,2.0082530975341797,0.6694176991780599,0.46936527212225976,0
::1,::1,8443,3402,2,372,186.0,64.0,250,122,0.0032830238342285156,0.0032830238342285156,0.0,0
::1,::1,3403,8443,4,1560,390.0,650.7265170561286,1517,1,2.0080490112304688,0.6693496704101562,0.4696497632992357,0
::1,::1,8443,3403,2,372,186.0,64.0,250,122,0.003365039825439453,0.003365039825439453,0.0,0
::1,::1,3404,8443,4,1560,390.0,650.7265170561286,1517,1,2.0070958137512207,0.6690319379170736,0.4698060318763684,0
::1,::1,8443,3404,2,372,186.0,64.0,250,122,0.0026290416717529297,0.0026290416717529297,0.0,0
::1,::1,3405,8443,4,1560,390.0,650.7265170561286,1517,1,2.0067951679229736,0.6689317226409912,0.4696662023543692,0
::1,::1,8443,3405,2,372,186.0,64.0,250,122,0.0027217864990234375,0.0027217864990234375,0.0,0
::1,::1,3406,8443,4,1560,390.0,650.7265170561286,1517,1,2.0073130130767822,0.6691043376922607,0.4697035338479202,0
::1,::1,8443,3406,2,372,186.0,64.0,250,122,0.002766132354736328,0.002766132354736328,0.0,0
::1,::1,3407,8443,4,1560,390.0,650.7265170561286,1517,1,2.0057928562164307,0.6685976187388102,0.4692407081302487,0
::1,::1,8443,3407,2,372,186.0,64.0,250,122,0.0027480125427246094,0.0027480125427246094,0.0,0
::1,::1,3408,8443,4,1560,390.0,650.7265170561286,1517,1,2.0106871128082275,0.6702290376027426,0.4680962877319486,0
::1,::1,8443,3408,2,372,186.0,64.0,250,122,0.004090070724487305,0.004090070724487305,0.0,0
::1,::1,3409,8443,4,1560,390.0,650.7265170561286,1517,1,2.0064520835876465,0.6688173611958822,0.46964860787869767,0
::1,::1,8443,3409,2,372,186.0,64.0,250,122,0.002850055694580078,0.002850055694580078,0.0,0
::1,::1,3410,8443,4,1560,390.0,650.7265170561286,1517,1,2.0116779804229736,0.6705593268076578,0.46861690389346616,0
::1,::1,8443,3410,2,372,186.0,64.0,250,122,0.005483150482177734,0.005483150482177734,0.0,0
::1,::1,3411,8443,4,1560,390.0,650.7265170561286,1517,1,2.0072858333587646,0.6690952777862549,0.46898134120182355,0
::1,::1,8443,3411,2,372,186.0,64.0,250,122,0.003142833709716797,0.003142833709716797,0.0,0
::1,::1,3413,8443,4,1560,390.0,650.7265170561286,1517,1,2.0067379474639893,0.6689126491546631,0.46927634812552643,0
::1,::1,8443,3413,2,372,186.0,64.0,250,122,0.0037250518798828125,0.0037250518798828125,0.0,0
::1,::1,3414,8443,4,1560,390.0,650.7265170561286,1517,1,2.007063150405884,0.6690210501352946,0.469255201006839,0
::1,::1,8443,3414,2,372,186.0,64.0,250,122,0.0029020309448242188,0.0029020309448242188,0.0,0
::1,::1,3415,8443,4,1560,390.0,650.7265170561286,1517,1,2.0072951316833496,0.6690983772277832,0.469543970417222,0
::1,::1,8443,3415,2,372,186.0,64.0,250,122,0.0031938552856445312,0.0031938552856445312,0.0,0
::1,::1,3416,8443,4,1560,390.0,650.7265170561286,1517,1,2.007197141647339,0.6690657138824463,0.46938374695185753,0
::1,::1,8443,3416,2,372,186.0,64.0,250,122,0.0030739307403564453,0.0030739307403564453,0.0,0
::1,::1,3417,8443,4,1560,390.0,650.7265170561286,1517,1,2.007081985473633,0.6690273284912109,0.46923288670116,0
::1,::1,8443,3417,2,372,186.0,64.0,250,122,0.0031371116638183594,0.0031371116638183594,0.0,0
::1,::1,3418,8443,4,1560,390.0,650.7265170561286,1517,1,2.0067808628082275,0.6689269542694092,0.46952736693299213,0
::1,::1,8443,3418,2,372,186.0,64.0,250,122,0.002797842025756836,0.002797842025756836,0.0,0
::1,::1,3419,8443,4,1560,390.0,650.7265170561286,1517,1,2.0117390155792236,0.6705796718597412,0.46924862161558,0
::1,::1,8443,3419,2,372,186.0,64.0,250,122,0.005112171173095703,0.005112171173095703,0.0,0
::1,::1,7799,8443,4,1560,390.0,650.7265170561286,1517,1,2.0085771083831787,0.6695257027943929,0.4684311741238411,0
::1,::1,8443,7799,2,372,186.0,64.0,250,122,0.00410008430480957,0.00410008430480957,0.0,0
::1,::1,7800,8443,4,1560,390.0,650.7265170561286,1517,1,2.0073440074920654,0.6691146691640218,0.4695218615206351,0
::1,::1,8443,7800,2,372,186.0,64.0,250,122,0.003332853317260742,0.003332853317260742,0.0,0
::1,::1,7801,8443,4,1560,390.0,650.7265170561286,1517,1,2.0083730220794678,0.6694576740264893,0.46981243498365965,0
::1,::1,8443,7801,2,372,186.0,64.0,250,122,0.003122091293334961,0.003122091293334961,0.0,0
::1,::1,7802,8443,4,1560,390.0,650.7265170561286,1517,1,2.008146047592163,0.6693820158640543,0.4695639038280808,0
::1,::1,8443,7802,3,622,207.33333333333334,60.339778661252055,250,122,0.0033648014068603516,0.0016824007034301758,0.001599431037902832,0
::1,::1,7803,8443,4,1560,390.0,650.7265170561286,1517,1,2.0071299076080322,0.6690433025360107,0.46947199283395674,0
::1,::1,8443,7803,2,372,186.0,64.0,250,122,0.002834796905517578,0.002834796905517578,0.0,0
::1,::1,7804,8443,4,1560,390.0,650.7265170561286,1517,1,2.007049083709717,0.6690163612365723,0.4692321045322203,0
::1,::1,8443,7804,2,372,186.0,64.0,250,122,0.0027909278869628906,0.0027909278869628906,0.0,0
::1,::1,7805,8443,4,1560,390.0,650.7265170561286,1517,1,2.008272886276245,0.669424295425415,0.4689831125868057,0
::1,::1,8443,7805,3,622,207.33333333333334,60.339778661252055,250,122,0.004619121551513672,0.002309560775756836,0.002170562744140625,0
::1,::1,7806,8443,4,1560,390.0,650.7265170561286,1517,1,2.0060789585113525,0.6686929861704508,0.46906711733839795,0
::1,::1,8443,7806,2,372,186.0,64.0,250,122,0.0029540061950683594,0.0029540061950683594,0.0,0
::1,::1,7807,8443,4,1560,390.0,650.7265170561286,1517,1,2.0075600147247314,0.6691866715749105,0.46981376760654664,0
::1,::1,8443,7807,2,372,186.0,64.0,250,122,0.0027990341186523438,0.0027990341186523438,0.0,0
::1,::1,7808,8443,4,1560,390.0,650.7265170561286,1517,1,2.006412982940674,0.6688043276468912,0.46946917297055063,0
::1,::1,8443,7808,2,372,186.0,64.0,250,122,0.002768993377685547,0.002768993377685547,0.0,0
::1,::1,7809,8443,4,1560,390.0,650.7265170561286,1517,1,2.0068368911743164,0.6689456303914388,0.46957531940255864,0
::1,::1,8443,7809,2,372,186.0,64.0,250,122,0.0027780532836914062,0.0027780532836914062,0.0,0
::1,::1,7810,8443,4,1560,390.0,650.7265170561286,1517,1,2.006179094314575,0.668726364771525,0.4695420288900098,0
::1,::1,8443,7810,2,372,186.0,64.0,250,122,0.003010988235473633,0.003010988235473633,0.0,0
::1,::1,7811,8443,4,1560,390.0,650.7265170561286,1517,1,2.007112979888916,0.669037659962972,0.46904662894510063,0
::1,::1,8443,7811,2,372,186.0,64.0,250,122,0.0029070377349853516,0.0029070377349853516,0.0,0
::1,::1,7812,8443,4,1560,390.0,650.7265170561286,1517,1,2.0068860054016113,0.6689620018005371,0.4696426701962325,0
::1,::1,8443,7812,2,372,186.0,64.0,250,122,0.002723217010498047,0.002723217010498047,0.0,0
::1,::1,7813,8443,4,1560,390.0,650.7265170561286,1517,1,2.0076348781585693,0.6692116260528564,0.4696381666031886,0
::1,::1,8443,7813,2,372,186.0,64.0,250,122,0.0028281211853027344,0.0028281211853027344,0.0,0
::1,::1,7814,8443,4,1560,390.0,650.7265170561286,1517,1,2.0085060596466064,0.6695020198822021,0.4699700732694274,0
::1,::1,8443,7814,2,372,186.0,64.0,250,122,0.002980947494506836,0.002980947494506836,0.0,0
::1,::1,7815,8443,4,1560,390.0,650.7265170561286,1517,1,2.006718873977661,0.6689062913258871,0.4692208626859283,0
::1,::1,8443,7815,2,372,186.0,64.0,250,122,0.002732992172241211,0.002732992172241211,0.0,0
::1,::1,7816,8443,4,1560,390.0,650.7265170561286,1517,1,2.0085959434509277,0.6695319811503092,0.4691972473828286,0
::1,::1,8443,7816,2,372,186.0,64.0,250,122,0.0030279159545898438,0.0030279159545898438,0.0,0
::1,::1,7817,8443,4,1560,390.0,650.7265170561286,1517,1,2.008749008178711,0.6695830027262369,0.469896604242395,0
::1,::1,8443,7817,2,372,186.0,64.0,250,122,0.0028951168060302734,0.0028951168060302734,0.0,0
::1,::1,7818,8443,4,1560,390.0,650.7265170561286,1517,1,2.00727915763855,0.6690930525461832,0.46932261565372596,0
::1,::1,8443,7818,2,372,186.0,64.0,250,122,0.003345012664794922,0.003345012664794922,0.0,0
::1,::1,7819,8443,4,1560,390.0,650.7265170561286,1517,1,2.007319927215576,0.669106642405192,0.46923880058320117,0
::1,::1,8443,7819,2,372,186.0,64.0,250,122,0.0033769607543945312,0.0033769607543945312,0.0,0
::1,::1,7820,8443,4,1560,390.0,650.7265170561286,1517,1,2.008039951324463,0.6693466504414877,0.46892926817559905,0
::1,::1,8443,7820,2,372,186.0,64.0,250,122,0.003078937530517578,0.003078937530517578,0.0,0
::1,::1,7821,8443,4,1560,390.0,650.7265170561286,1517,1,2.0080220699310303,0.6693406899770101,0.46914764987614105,0
::1,::1,8443,7821,2,372,186.0,64.0,250,122,0.0035619735717773438,0.0035619735717773438,0.0,0
::1,::1,7822,8443,4,1560,390.0,650.7265170561286,1517,1,2.0068471431732178,0.6689490477244059,0.46922633631652116,0
::1,::1,8443,7822,2,372,186.0,64.0,250,122,0.0031108856201171875,0.0031108856201171875,0.0,0
::1,::1,7823,8443,4,1560,390.0,650.7265170561286,1517,1,2.007789134979248,0.6692630449930826,0.4695956088791273,0
::1,::1,8443,7823,2,372,186.0,64.0,250,122,0.003180980682373047,0.003180980682373047,0.0,0
::1,::1,7824,8443,4,1560,390.0,650.7265170561286,1517,1,2.007359027862549,0.669119675954183,0.4694240098474814,0
::1,::1,8443,7824,2,372,186.0,64.0,250,122,0.0035598278045654297,0.0035598278045654297,0.0,0
::1,::1,7826,8443,4,1560,390.0,650.7265170561286,1517,1,2.008080005645752,0.6693600018819174,0.46936898511821107,0
::1,::1,8443,7826,2,372,186.0,64.0,250,122,0.003144979476928711,0.003144979476928711,0.0,0
::1,::1,7828,8443,4,1560,390.0,650.7265170561286,1517,1,2.0079190731048584,0.6693063577016195,0.4696138588083553,0
::1,::1,8443,7828,2,372,186.0,64.0,250,122,0.0028519630432128906,0.0028519630432128906,0.0,0
::1,::1,7829,8443,4,1560,390.0,650.7265170561286,1517,1,2.006295919418335,0.6687653064727783,0.46980353964124527,0
::1,::1,8443,7829,2,372,186.0,64.0,250,122,0.002580881118774414,0.002580881118774414,0.0,0
::1,::1,7830,8443,4,1560,390.0,650.7265170561286,1517,1,2.0083539485931396,0.6694513161977133,0.46938480497812,0
::1,::1,8443,7830,2,372,186.0,64.0,250,122,0.003799915313720703,0.003799915313720703,0.0,0
::1,::1,7831,8443,4,1560,390.0,650.7265170561286,1517,1,2.006772041320801,0.6689240137736002,0.46944537887220084,0
::1,::1,8443,7831,2,372,186.0,64.0,250,122,0.0026929378509521484,0.0026929378509521484,0.0,0
::1,::1,7834,8443,4,1560,390.0,650.7265170561286,1517,1,2.0062031745910645,0.6687343915303549,0.46935226673150837,0
::1,::1,8443,7834,2,372,186.0,64.0,250,122,0.0027120113372802734,0.0027120113372802734,0.0,0
::1,::1,7835,8443,4,1560,390.0,650.7265170561286,1517,1,2.0066680908203125,0.6688893636067709,0.4698628070260436,0
::1,::1,8443,7835,3,622,207.33333333333334,60.339778661252055,250,122,0.002644062042236328,0.001322031021118164,0.0012390613555908203,0
::1,::1,7836,8443,4,1560,390.0,650.7265170561286,1517,1,2.007266044616699,0.6690886815388998,0.4695483287434424,0
::1,::1,8443,7836,2,372,186.0,64.0,250,122,0.002958059310913086,0.002958059310913086,0.0,0
::1,::1,7837,8443,4,1560,390.0,650.7265170561286,1517,1,2.0078718662261963,0.6692906220753988,0.4695415512879066,0
::1,::1,8443,7837,2,372,186.0,64.0,250,122,0.002930879592895508,0.002930879592895508,0.0,0
::1,::1,7838,8443,4,1560,390.0,650.7265170561286,1517,1,2.0077738761901855,0.6692579587300619,0.4693962897674412,0
::1,::1,8443,7838,2,372,186.0,64.0,250,122,0.0032799243927001953,0.0032799243927001953,0.0,0
::1,::1,7839,8443,4,1560,390.0,650.7265170561286,1517,1,2.0065131187438965,0.6688377062479655,0.46924007766541775,0
::1,::1,8443,7839,2,372,186.0,64.0,250,122,0.0027799606323242188,0.0027799606323242188,0.0,0
::1,::1,7840,8443,4,1560,390.0,650.7265170561286,1517,1,2.006479024887085,0.6688263416290283,0.46960160925549904,0
::1,::1,8443,7840,2,372,186.0,64.0,250,122,0.0026998519897460938,0.0026998519897460938,0.0,0
::1,::1,7841,8443,4,1560,390.0,650.7265170561286,1517,1,2.007120132446289,0.6690400441487631,0.4694893074008996,0
::1,::1,8443,7841,2,372,186.0,64.0,250,122,0.0030629634857177734,0.0030629634857177734,0.0,0
::1,::1,7842,8443,4,1560,390.0,650.7265170561286,1517,1,2.0068039894104004,0.6689346631368002,0.46967511325459455,0
::1,::1,8443,7842,2,372,186.0,64.0,250,122,0.003072023391723633,0.003072023391723633,0.0,0
::1,::1,7843,8443,4,1560,390.0,650.7265170561286,1517,1,2.0079641342163086,0.6693213780721029,0.4694596689979864,0
::1,::1,8443,7843,2,372,186.0,64.0,250,122,0.003332853317260742,0.003332853317260742,0.0,0
::1,::1,7844,8443,4,1560,390.0,650.7265170561286,1517,1,2.0061450004577637,0.6687150001525879,0.4695755207188777,0
::1,::1,8443,7844,2,372,186.0,64.0,250,122,0.002711057662963867,0.002711057662963867,0.0,0
::1,::1,7845,8443,4,1560,390.0,650.7265170561286,1517,1,2.0080339908599854,0.6693446636199951,0.4697163281472992,0
::1,::1,8443,7845,2,372,186.0,64.0,250,122,0.0029439926147460938,0.0029439926147460938,0.0,0
::1,::1,7846,8443,4,1560,390.0,650.7265170561286,1517,1,2.008613109588623,0.6695377031962076,0.4697811492550149,0
::1,::1,8443,7846,2,372,186.0,64.0,250,122,0.0031948089599609375,0.0031948089599609375,0.0,0
::1,::1,7848,8443,4,1560,390.0,650.7265170561286,1517,1,2.0072929859161377,0.6690976619720459,0.46992633339026085,0
::1,::1,8443,7848,2,372,186.0,64.0,250,122,0.002668142318725586,0.002668142318725586,0.0,0
::1,::1,7849,8443,4,1560,390.0,650.7265170561286,1517,1,2.0094759464263916,0.6698253154754639,0.4697385404228897,0
::1,::1,8443,7849,2,372,186.0,64.0,250,122,0.0029048919677734375,0.0029048919677734375,0.0,0
::1,::1,7850,8443,4,1560,390.0,650.7265170561286,1517,1,2.0061440467834473,0.668714682261149,0.46915947045481426,0
::1,::1,8443,7850,2,372,186.0,64.0,250,122,0.003407001495361328,0.003407001495361328,0.0,0
::1,::1,7851,8443,4,1560,390.0,650.7265170561286,1517,1,2.0082972049713135,0.6694324016571045,0.4695015256720706,0
::1,::1,8443,7851,2,372,186.0,64.0,250,122,0.003156900405883789,0.003156900405883789,0.0,0
::1,::1,7852,8443,4,1560,390.0,650.7265170561286,1517,1,2.0075159072875977,0.6691719690958658,0.46999674067087877,0
::1,::1,8443,7852,2,372,186.0,64.0,250,122,0.0028769969940185547,0.0028769969940185547,0.0,0
::1,::1,7853,8443,4,1560,390.0,650.7265170561286,1517,1,2.0067131519317627,0.6689043839772543,0.46949329617124386,0
::1,::1,8443,7853,2,372,186.0,64.0,250,122,0.0028100013732910156,0.0028100013732910156,0.0,0
::1,::1,7854,8443,4,1560,390.0,650.7265170561286,1517,1,2.005795955657959,0.6685986518859863,0.46951456752980963,0
::1,::1,8443,7854,2,372,186.0,64.0,250,122,0.0027480125427246094,0.0027480125427246094,0.0,0
::1,::1,7855,8443,4,1560,390.0,650.7265170561286,1517,1,2.006639003753662,0.6688796679178873,0.46939074622646815,0
::1,::1,8443,7855,2,372,186.0,64.0,250,122,0.002925872802734375,0.002925872802734375,0.0,0
::1,::1,7856,8443,4,1560,390.0,650.7265170561286,1517,1,2.006822109222412,0.6689407030741373,0.4690471624568485,0
::1,::1,8443,7856,2,372,186.0,64.0,250,122,0.0030298233032226562,0.0030298233032226562,0.0,0
::1,::1,7857,8443,4,1560,390.0,650.7265170561286,1517,1,2.007720947265625,0.6692403157552084,0.46933741060002454,0
::1,::1,8443,7857,2,372,186.0,64.0,250,122,0.003448009490966797,0.003448009490966797,0.0,0
::1,::1,7858,8443,4,1560,390.0,650.7265170561286,1517,1,2.0080599784851074,0.6693533261617025,0.4692273662964703,0
::1,::1,8443,7858,2,372,186.0,64.0,250,122,0.003444194793701172,0.003444194793701172,0.0,0
::1,::1,7859,8443,4,1560,390.0,650.7265170561286,1517,1,2.007765769958496,0.669255256652832,0.46931018394232926,0
::1,::1,8443,7859,2,372,186.0,64.0,250,122,0.002807140350341797,0.002807140350341797,0.0,0
::1,::1,7860,8443,4,1560,390.0,650.7265170561286,1517,1,2.007580041885376,0.6691933472951254,0.46995756862261573,0
::1,::1,8443,7860,2,372,186.0,64.0,250,122,0.0028951168060302734,0.0028951168060302734,0.0,0
::1,::1,7861,8443,4,1560,390.0,650.7265170561286,1517,1,2.0085999965667725,0.6695333321889242,0.4699745304405088,0
::1,::1,8443,7861,2,372,186.0,64.0,250,122,0.002830028533935547,0.002830028533935547,0.0,0
::1,::1,7862,8443,4,1560,390.0,650.7265170561286,1517,1,2.007938861846924,0.6693129539489746,0.46959615285434175,0
::1,::1,8443,7862,2,372,186.0,64.0,250,122,0.0026750564575195312,0.0026750564575195312,0.0,0
::1,::1,7863,8443,4,1560,390.0,650.7265170561286,1517,1,2.006272792816162,0.6687575976053873,0.46952514041583965,0
::1,::1,8443,7863,3,622,207.33333333333334,60.339778661252055,250,122,0.0029060840606689453,0.0014530420303344727,0.001365065574645996,0
::1,::1,7864,8443,4,1560,390.0,650.7265170561286,1517,1,2.005711078643799,0.668570359547933,0.46945272879648975,0
::1,::1,8443,7864,2,372,186.0,64.0,250,122,0.002691030502319336,0.002691030502319336,0.0,0
::1,::1,7866,8443,4,1560,390.0,650.7265170561286,1517,1,2.0086231231689453,0.6695410410563151,0.4700889521041679,0
::1,::1,8443,7866,2,372,186.0,64.0,250,122,0.0034351348876953125,0.0034351348876953125,0.0,0
::1,::1,7867,8443,4,1560,390.0,650.7265170561286,1517,1,2.0083060264587402,0.6694353421529134,0.46959916317457423,0
::1,::1,8443,7867,2,372,186.0,64.0,250,122,0.0028710365295410156,0.0028710365295410156,0.0,0
::1,::1,7868,8443,4,1560,390.0,650.7265170561286,1517,1,2.006701946258545,0.6689006487528483,0.4693695026389919,0
::1,::1,8443,7868,2,372,186.0,64.0,250,122,0.003220081329345703,0.003220081329345703,0.0,0
::1,::1,7869,8443,4,1560,390.0,650.7265170561286,1517,1,2.0069849491119385,0.6689949830373129,0.4696702857103758,0
::1,::1,8443,7869,2,372,186.0,64.0,250,122,0.0028650760650634766,0.0028650760650634766,0.0,0
::1,::1,7870,8443,4,1560,390.0,650.7265170561286,1517,1,2.0076241493225098,0.6692080497741699,0.4690976796699802,0
